age	length	period
9	383.39584	3
9	410.23888	3
9	441.55576	3
9	482.19314	3
9	410.23888	3
9	392.71634	3
9	420.67784	3
9	432.60808	3
9	447.8937	3
9	410.23888	3
9	424.77886	3
9	435.21782	3
9	446.40242	3
9	393.8348	3
9	409.49324	3
9	416.94964	3
9	422.91476	3
9	404.64658	3
9	413.96708	3
9	388.61532	3
9	485.1757	3
9	453.11318	3
9	429.62552	3
9	430.74398	3
9	435.96346	3
9	469.51726	3
9	469.14444	3
9	438.5732	3
9	481.4475	3
9	466.16188	3
9	431.86244	3
9	423.6604	3
9	440.81012	3
9	469.89008	3
9	479.5834	3
9	416.57682	3
9	440.06448	3
9	423.6604	3
9	415.83118	3
9	371.83842	3
9	381.53174	3
10	457.58702	3
10	401.66402	3
10	417.69528	3
10	422.91476	3
10	429.62552	3
10	416.204	3
10	430.37116	3
10	397.93582	3
10	493.00492	3
10	463.17932	3
10	442.67422	3
10	444.1655	3
10	444.1655	3
10	480.32904	3
10	476.97366	3
10	450.87626	3
10	494.4962	3
10	478.09212	3
10	443.04704	3
10	441.92858	3
10	437.08192	3
10	451.99472	3
10	485.1757	3
10	491.14082	3
10	427.76142	3
10	447.8937	3
10	431.48962	3
10	427.3886	3
10	383.39584	3
10	390.1066	3
11	451.24908	3
11	446.0296	3
11	463.55214	3
11	494.4962	3
11	502.69824	3
11	438.94602	3
11	458.70548	3
11	444.53832	3
11	435.96346	3
11	390.1066	3
11	397.19018	3
