"Date" "CSpd" "Spd1" "Spd2" "Spd3" "Spd4" "Spd1Lag1" "Spd2Lag1" "Spd3Lag1" "Spd4Lag1" "Spd1sin1" "Spd1cos1" "bin1" "Dir1"
"2002/4/7/0" 14.0 7.1154 8.3229 18.9704 15.7533 16.3987 13.3874 20.3007 18.3467 -6.9888717 1.335886 9 199.68
"2002/4/7/6" 6.0 7.1413 11.2532 7.7001 7.4147 7.1154 8.3229 18.9704 15.7533 7.0809838 0.926193 15 315.60
"2002/4/7/12" 8.1 8.9113 8.5401 4.0848 8.7144 7.1413 11.2532 7.7001 7.4147 -6.9156083 5.620109 16 350.97
"2002/4/7/18" 3.9 5.1124 5.0970 4.7208 8.4541 8.9113 8.5401 4.0848 8.7144 -4.4817776 -2.459736 2 23.06
"2002/4/8/0" 5.8 1.6168 2.6937 4.4061 5.6583 5.1124 5.0970 4.7208 8.4541 -0.7889175 -1.411259 3 60.20
"2002/4/8/6" 3.8 7.0765 5.7808 6.8971 7.2213 1.6168 2.6937 4.4061 5.6583 6.2660769 -3.288333 2 33.47
"2002/4/8/12" 5.6 6.3796 3.9040 6.8596 4.0637 7.0765 5.7808 6.8971 7.2213 -4.7436089 4.265849 16 351.02
"2002/4/8/18" 7.7 7.2203 5.9240 8.7822 8.2108 6.3796 3.9040 6.8596 4.0637 -6.2987747 -3.529613 16 356.06
"2002/4/9/0" 3.2 4.3176 2.8646 6.9409 6.5014 7.2203 5.9240 8.7822 8.2108 3.1966469 2.902261 1 13.40
"2002/4/9/6" 3.9 3.2283 3.1349 3.6346 3.1053 4.3176 2.8646 6.9409 6.5014 1.0445173 3.054653 6 119.71
"2002/4/9/12" 6.4 7.6983 8.5274 0.8594 3.0334 3.2283 3.1349 3.6346 3.1053 -7.6682249 0.679816 9 180.73
"2002/4/9/18" 13.8 8.3522 5.2782 8.2559 6.9884 7.6983 8.5274 0.8594 3.0334 -5.5449093 6.246057 8 168.92
"2002/4/10/0" 8.2 6.1527 3.0377 11.3349 3.8500 8.3522 5.2782 8.2559 6.9884 1.7451994 -5.900000 8 172.50
"2002/4/10/6" 11.1 4.5888 11.1140 8.1885 8.3032 6.1527 3.0377 11.3349 3.8500 -2.0135420 -4.123437 5 110.41
"2002/4/10/12" 16.6 8.9890 13.2702 7.6701 11.8980 4.5888 11.1140 8.1885 8.3032 -7.1153953 -5.493020 4 73.17
"2002/4/10/18" 13.4 5.8757 10.2906 4.7573 11.3574 8.9890 13.2702 7.6701 11.8980 0.4337594 -5.859668 3 47.05
"2002/4/11/0" 8.3 4.7187 9.9224 3.4676 9.6616 5.8757 10.2906 4.7573 11.3574 3.5795654 -3.074547 1 21.13
"2002/4/11/6" 4.3 4.2763 3.6346 2.7237 6.5770 4.7187 9.9224 3.4676 9.6616 -4.2178167 -0.704815 1 10.83
"2002/4/11/12" 4.0 8.8396 2.1997 4.2024 3.8100 4.2763 3.6346 2.7237 6.5770 -8.2452634 3.186559 16 338.09
"2002/4/11/18" 5.6 5.2417 2.6657 7.6544 2.5443 8.8396 2.1997 4.2024 3.8100 -4.2401606 -3.081632 14 311.96
"2002/4/12/0" 1.3 2.6395 3.3524 3.8603 1.9001 5.2417 2.6657 7.6544 2.5443 -2.3743157 -1.153076 14 299.57
"2002/4/12/6" 6.0 5.7585 3.4077 5.1625 2.5442 2.6395 3.3524 3.8603 1.9001 -5.1778384 2.519983 11 231.36
"2002/4/12/12" 6.3 7.5666 7.8023 6.7095 6.7514 5.7585 3.4077 5.1625 2.5442 -4.8777255 -5.784568 11 236.32
"2002/4/12/18" 10.7 3.8191 2.7420 5.8141 3.6384 7.5666 7.8023 6.7095 6.7514 3.0961045 2.235992 11 227.14
"2002/4/13/0" 8.9 4.8763 1.1012 6.0813 1.5794 3.8191 2.7420 5.8141 3.6384 4.4452800 2.004442 8 164.51
"2002/4/13/6" 12.1 7.5173 4.3982 10.3068 6.1993 4.8763 1.1012 6.0813 1.5794 -6.1091937 4.380360 9 193.83
"2002/4/13/12" 7.2 6.1070 8.0431 12.9297 10.7402 7.5173 4.3982 10.3068 6.1993 0.2934515 6.099946 9 201.11
"2002/4/13/18" 6.5 5.0905 5.2616 9.4153 7.0980 6.1070 8.0431 12.9297 10.7402 1.8660683 4.736135 11 226.57
"2002/4/14/0" 11.2 5.4341 9.9789 6.5486 8.0592 5.0905 5.2616 9.4153 7.0980 -4.4548129 3.111926 11 237.80
"2002/4/14/6" 12.3 10.0738 9.2933 12.8303 10.8136 5.4341 9.9789 6.5486 8.0592 -4.7741677 -8.870669 11 229.83
"2002/4/14/12" 12.3 13.3126 15.6897 10.4029 11.3119 10.0738 9.2933 12.8303 10.8136 5.7243534 -12.019031 14 304.29
"2002/4/14/18" 9.6 4.2005 4.3699 6.4619 6.9632 13.3126 15.6897 10.4029 11.3119 2.1544411 -3.605910 13 272.78
"2002/4/15/0" 11.0 8.4569 7.3057 5.8761 3.2622 4.2005 4.3699 6.4619 6.9632 -8.3423705 -1.387088 9 186.76
"2002/4/15/6" 13.9 5.9403 5.0678 10.4063 8.2772 8.4569 7.3057 5.8761 3.2622 3.6883453 -4.656530 10 216.10
"2002/4/15/12" 12.7 13.0083 9.5675 4.0592 1.5855 5.9403 5.0678 10.4063 8.2772 6.2085161 11.431107 15 320.94
"2002/4/15/18" 10.3 8.7696 6.6106 4.1128 7.3028 13.0083 9.5675 4.0592 1.5855 7.0131508 5.265131 1 7.21
"2002/4/16/0" 8.3 8.7245 5.9135 4.7105 7.7964 8.7696 6.6106 4.1128 7.3028 -7.6759858 4.146823 3 49.19
"2002/4/16/6" 9.2 9.8408 11.4233 9.7562 10.4717 8.7245 5.9135 4.7105 7.7964 8.2750441 -5.325879 6 115.24
"2002/4/17/0" 17.7 15.4034 10.7900 8.5121 7.9137 9.8408 11.4233 9.7562 10.4717 -13.8558571 -6.729038 14 299.57
"2002/4/17/6" 13.8 12.7109 14.0479 15.4526 14.8438 15.4034 10.7900 8.5121 7.9137 7.2666599 -10.428933 13 272.71
"2002/4/17/12" 10.5 7.7081 13.3048 9.8829 14.1148 12.7109 14.0479 15.4526 14.8438 2.5600912 -7.270539 13 272.98
"2002/4/17/18" 9.0 6.1977 5.7412 5.2482 9.4837 7.7081 13.3048 9.8829 14.1148 -5.8470771 2.055036 8 162.13
"2002/4/18/0" 12.7 9.7014 0.5633 5.4229 4.2707 6.1977 5.7412 5.2482 9.4837 9.4770078 -2.074484 6 127.45
"2002/4/18/6" 18.8 14.3962 12.1139 13.5634 8.0678 9.7014 0.5633 5.4229 4.2707 12.6216786 6.924146 5 101.60
"2002/4/18/12" 12.8 7.8501 15.1529 10.0905 14.3772 14.3962 12.1139 13.5634 8.0678 7.8458018 0.259740 3 45.52
"2002/4/18/18" 14.0 9.2721 11.4279 8.9958 13.3956 7.8501 15.1529 10.0905 14.3772 -3.1757771 -8.711273 15 336.50
"2002/4/19/0" 12.9 12.7943 10.7124 10.6500 10.0201 9.2721 11.4279 8.9958 13.3956 -9.5443040 8.520585 16 338.45
"2002/4/19/6" 10.2 8.9648 7.1867 9.8426 9.4930 12.7943 10.7124 10.6500 10.0201 -7.4249913 -5.023658 15 324.56
"2002/4/19/12" 6.3 7.5805 3.6005 8.0050 7.1833 8.9648 7.1867 9.8426 9.4930 -1.3450290 7.460220 16 351.68
"2002/4/19/18" 5.8 2.9840 2.4053 6.2206 5.7329 7.5805 3.6005 8.0050 7.1833 2.5937626 1.475348 1 13.62
"2002/4/20/0" 8.2 6.2180 0.8066 9.3994 5.8872 2.9840 2.4053 6.2206 5.7329 2.8400465 -5.531515 2 27.80
"2002/4/20/6" 1.8 3.9079 1.9864 6.2647 4.5234 6.2180 0.8066 9.3994 5.8872 -3.1891564 2.258531 4 87.01
"2002/4/20/12" 1.0 4.3195 3.7078 5.6903 3.6620 3.9079 1.9864 6.2647 4.5234 0.6155925 -4.275409 4 84.68
"2002/4/20/18" 8.6 5.9164 5.0259 6.2336 5.6646 4.3195 3.7078 5.6903 3.6620 -2.3462785 5.431277 5 93.84
"2002/4/21/0" 10.4 6.5306 4.4852 5.3898 3.5147 5.9164 5.0259 6.2336 5.6646 0.7363990 -6.488949 4 84.71
"2002/4/21/6" 6.1 6.6035 6.3107 6.3291 8.5401 6.5306 4.4852 5.3898 3.5147 5.9614994 -2.840200 4 89.98
"2002/4/21/12" 3.8 5.5578 2.8665 5.7730 4.7240 6.6035 6.3107 6.3291 8.5401 -3.3924318 -4.402334 3 66.63
"2002/4/21/18" 6.2 2.3025 3.8488 4.6908 5.2027 5.5578 2.8665 5.7730 4.7240 -2.2434402 -0.518153 5 92.45
"2002/4/22/0" 4.0 1.7547 2.0565 2.3381 1.2030 2.3025 3.8488 4.6908 5.2027 1.1441192 -1.330400 3 58.98
"2002/4/22/6" 4.3 4.5995 5.3754 2.1015 3.1991 1.7547 2.0565 2.3381 1.2030 -3.8259439 2.552950 9 181.23
"2002/4/22/12" 8.3 4.3068 10.1567 1.6033 4.4521 4.5995 5.3754 2.1015 3.1991 4.2150086 -0.884437 9 183.99
"2002/4/22/18" 10.7 6.9602 9.9728 9.0555 9.5695 4.3068 10.1567 1.6033 4.4521 -5.9147178 -3.668855 8 167.52
"2002/4/23/0" 9.0 8.0001 9.1966 11.2916 8.8247 6.9602 9.9728 9.0555 9.5695 3.8572580 7.008792 6 132.45
"2002/4/23/6" 11.2 9.1389 12.5763 11.3513 12.5908 8.0001 9.1966 11.2916 8.8247 9.1380493 -0.124691 9 190.08
"2002/4/23/12" 8.2 5.8994 13.5999 6.6934 10.5352 9.1389 12.5763 11.3513 12.5908 -5.6028401 1.846917 9 180.96
"2002/4/23/18" 9.1 3.0466 1.5176 7.9322 5.5927 5.8994 13.5999 6.6934 10.5352 1.8917126 2.388136 7 138.90
"2002/4/24/0" 10.9 2.9378 11.4848 10.8170 4.9075 3.0466 1.5176 7.9322 5.5927 1.3623190 -2.602836 12 260.27
"2002/4/24/6" 17.4 16.3342 14.3054 7.5093 10.5346 2.9378 11.4848 10.8170 4.9075 14.5625984 7.398433 15 315.26
"2002/4/24/12" 17.1 15.9138 12.4330 17.6098 16.1360 16.3342 14.3054 7.5093 10.5346 -6.4783417 14.535478 14 313.74
"2002/4/24/18" 18.3 10.6590 12.8550 12.4285 12.0830 15.9138 12.4330 17.6098 16.1360 10.2517462 2.918215 13 290.32
"2002/4/25/0" 20.8 17.9742 19.0514 15.7608 16.1610 10.6590 12.8550 12.4285 12.0830 17.2924195 -4.903478 14 303.44
"2002/4/25/6" 15.6 10.5689 11.8999 12.2370 11.7049 17.9742 19.0514 15.7608 16.1610 10.5188890 1.026947 13 290.50
"2002/4/25/12" 14.2 14.8919 11.6729 15.5038 11.1420 10.5689 11.8999 12.2370 11.7049 8.1647367 12.454146 14 295.89
"2002/4/25/18" 13.3 8.6547 9.8300 10.7351 10.4629 14.8919 11.6729 15.5038 11.1420 7.3496576 -4.570160 14 303.72
"2002/4/26/0" 7.0 5.4794 8.6277 8.7808 9.7419 8.6547 9.8300 10.7351 10.4629 -3.4539509 4.253710 16 338.61
"2002/4/26/6" 2.5 6.3575 3.4569 5.0051 5.0352 5.4794 8.6277 8.7808 9.7419 6.1081852 -1.762918 4 77.25
"2002/4/26/12" 4.8 3.5171 3.9418 3.5043 2.9045 6.3575 3.4569 5.0051 5.0352 2.1066547 2.816380 5 94.89
"2002/4/26/18" 11.9 8.1627 7.4192 6.1466 4.2846 3.5171 3.9418 3.5043 2.9045 5.6766860 5.865570 5 101.30
"2002/4/27/0" 13.6 11.3387 8.0061 9.2312 5.5351 8.1627 7.4192 6.1466 4.2846 7.9700749 8.064988 6 120.16
"2002/4/27/6" 14.8 9.9327 11.1192 10.1386 11.4121 11.3387 8.0061 9.2312 5.5351 1.3452085 9.841186 5 106.95
"2002/4/27/12" 13.4 7.6059 11.1792 14.7638 13.0193 9.9327 11.1192 10.1386 11.4121 7.4663295 -1.450393 6 114.86
"2002/4/27/18" 13.7 12.5783 9.7956 12.6258 9.8737 7.6059 11.1792 14.7638 13.0193 2.6776189 12.289995 3 50.48
"2002/4/28/0" 13.5 10.9261 7.5996 15.1431 8.3284 12.5783 9.7956 12.6258 9.8737 -10.7125069 2.149850 2 23.76
"2002/4/28/6" 6.2 6.4961 4.0822 10.5262 6.1092 10.9261 7.5996 15.1431 8.3284 -2.1370796 -6.134509 1 9.76
"2002/4/28/12" 2.5 1.3375 2.7875 7.9344 1.9125 6.4961 4.0822 10.5262 6.1092 1.3263833 0.172086 4 76.84
"2002/4/28/18" 8.0 5.6989 6.1398 4.3436 3.1114 1.3375 2.7875 7.9344 1.9125 -5.1298478 -2.482362 10 217.89
"2002/4/29/0" 9.9 7.5653 9.2711 6.0182 7.3495 5.6989 6.1398 4.3436 3.1114 -7.4639443 -1.234220 10 224.46
"2002/4/29/6" 13.1 10.3226 9.7056 10.9397 8.1582 7.5653 9.2711 6.0182 7.3495 6.3431900 -8.143710 13 278.94
"2002/4/29/12" 12.9 11.0145 14.2109 11.9775 12.5193 10.3226 9.7056 10.9397 8.1582 1.5956049 -10.898314 12 266.89
"2002/4/29/18" 10.7 8.4445 7.2462 6.9997 7.6059 11.0145 14.2109 11.9775 12.5193 -5.0095534 -6.798085 13 286.52
"2002/4/30/0" 8.1 7.7634 8.5552 7.8889 10.6834 8.4445 7.2462 6.9997 7.6059 -7.2130748 2.870876 16 338.10
"2002/4/30/6" 3.9 3.3639 2.2460 4.5223 1.3330 7.7634 8.5552 7.8889 10.6834 -3.1886155 -1.071706 3 67.22
"2002/4/30/12" 7.5 9.3982 8.2771 10.3043 3.1749 3.3639 2.2460 4.5223 1.3330 8.2124632 4.569640 13 271.24
"2002/6/1/0" 8.2 4.5094 11.3396 4.0298 7.3333 8.3371 5.7275 5.1593 5.4050 0.3453574 4.496156 13 282.82
"2002/6/1/6" 6.7 4.6036 8.6547 6.8143 6.8450 4.5094 11.3396 4.0298 7.3333 1.4240272 -4.377817 14 304.42
"2002/6/1/12" 7.9 7.8609 8.7516 6.3030 8.3228 4.6036 8.6547 6.8143 6.8450 6.3848516 -4.585566 1 14.76
"2002/6/1/18" 5.4 5.5694 6.8882 7.9334 9.1108 7.8609 8.7516 6.3030 8.3228 -4.8842925 2.676173 1 17.78
"2002/6/2/0" 5.4 5.2914 2.3357 5.9448 5.3043 5.5694 6.8882 7.9334 9.1108 -3.7146448 3.768332 4 74.62
"2002/6/2/6" 11.3 10.6653 8.6352 9.3515 8.8665 5.2914 2.3357 5.9448 5.3043 -7.9172661 -7.146014 3 66.81
"2002/6/2/12" 14.5 14.0477 11.3022 13.7442 8.4189 10.6653 8.6352 9.3515 8.8665 -9.8812923 -9.984885 4 79.32
"2002/6/2/18" 13.0 10.6827 9.0863 10.0208 8.6345 14.0477 11.3022 13.7442 8.4189 -9.6388308 4.605759 4 67.99
"2002/6/3/0" 14.9 13.4506 11.5128 13.8031 9.5646 10.6827 9.0863 10.0208 8.6345 -12.8328716 -4.029398 3 67.24
"2002/6/3/6" 11.4 9.6887 8.7696 12.3834 9.8483 13.4506 11.5128 13.8031 9.5646 5.4522681 8.008975 2 44.58
"2002/6/3/12" 5.7 6.2816 10.2117 7.3002 8.2108 9.6887 8.7696 12.3834 9.8483 2.0963746 -5.921462 3 59.35
"2002/6/3/18" 4.9 3.5844 4.4322 4.5922 5.1442 6.2816 10.2117 7.3002 8.2108 -0.1532630 -3.581122 15 329.91
"2002/6/4/0" 3.6 5.4635 3.9654 5.2524 3.6191 3.5844 4.4322 4.5922 5.1442 4.4905734 -3.112006 1 8.46
"2002/6/4/6" 3.6 1.7269 5.0017 3.0632 5.7580 5.4635 3.9654 5.2524 3.6191 -1.6559811 -0.489806 16 350.00
"2002/6/4/12" 4.5 4.6207 2.5157 3.5358 1.8950 1.7269 5.0017 3.0632 5.7580 2.4861474 -3.894861 13 291.60
"2002/6/4/18" 12.3 3.3819 3.5171 4.9995 2.1880 4.6207 2.5157 3.5358 1.8950 -0.0896914 3.380710 13 289.00
"2002/6/5/0" 8.2 8.0824 7.9653 5.7474 4.7825 3.3819 3.5171 4.9995 2.1880 0.1135000 -8.081603 15 323.57
"2002/6/5/6" 5.3 3.9568 4.1231 2.6906 4.1091 8.0824 7.9653 5.7474 4.7825 -3.9391845 -0.372950 16 343.91
"2002/6/5/12" 1.4 2.3437 3.2544 3.4899 3.9568 3.9568 4.1231 2.6906 4.1091 -0.4941834 2.291007 15 320.23
"2002/6/5/18" 7.1 2.7004 3.1232 2.8439 0.8936 2.3437 3.2544 3.4899 3.9568 -0.3296343 2.680205 9 182.09
"2002/6/6/0" 7.4 2.3231 6.0821 3.8901 6.1605 2.7004 3.1232 2.8439 0.8936 -2.1448218 -0.892487 10 205.38
"2002/6/6/6" 12.7 9.1423 8.8775 9.1365 8.3334 2.3231 6.0821 3.8901 6.1605 -1.7767575 -8.967987 8 166.70
"2002/6/6/12" 10.1 11.5115 11.7145 12.2176 13.1008 9.1423 8.8775 9.1365 8.3334 7.8495241 -8.420190 9 197.17
"2002/6/6/18" 5.3 3.5445 3.6363 11.1550 10.3456 11.5115 11.7145 12.2176 13.1008 1.4390585 3.239227 9 201.48
"2002/6/7/0" 3.0 4.7396 11.7453 6.3983 7.9365 3.5445 3.6363 11.1550 10.3456 4.6713270 -0.801569 15 315.90
"2002/6/7/6" 6.0 4.4118 9.0133 4.7060 7.6085 4.7396 11.7453 6.3983 7.9365 4.4111831 0.073774 2 32.97
"2002/6/7/12" 8.5 10.5161 9.8240 3.5867 8.0403 4.4118 9.0133 4.7060 7.6085 4.9893151 -9.257164 2 27.78
"2002/6/7/18" 8.8 7.6360 4.8085 2.5663 5.2010 10.5161 9.8240 3.5867 8.0403 3.3292920 -6.871995 1 21.54
"2002/6/8/0" 8.4 10.7580 3.2500 7.5840 5.7010 7.6360 4.8085 2.5663 5.2010 -8.9871817 -5.913132 2 22.98
"2002/6/8/6" 9.5 6.9094 1.0412 5.8888 5.3961 10.7580 3.2500 7.5840 5.7010 1.1520511 -6.812678 2 34.39
"2002/6/8/12" 9.5 8.8640 7.9135 6.7946 4.8622 6.9094 1.0412 5.8888 5.3961 4.2421200 7.782989 5 101.03
"2002/6/8/18" 15.6 10.8835 10.6674 6.9957 6.9871 8.8640 7.9135 6.7946 4.8622 2.9642811 10.472039 5 107.09
"2002/6/9/0" 19.4 15.5624 14.3039 13.3377 9.9123 10.8835 10.6674 6.9957 6.9871 -7.2011832 -13.796059 6 116.72
"2002/6/9/6" 17.6 12.4212 16.9332 13.0962 16.2145 15.5624 14.3039 13.3377 9.9123 12.3398629 1.419152 6 127.12
"2002/6/9/12" 12.1 12.2781 16.9622 19.0988 12.3773 12.4212 16.9332 13.0962 16.2145 -7.4540159 -9.756505 8 173.44
"2002/6/9/18" 14.0 7.8314 7.2446 15.9870 10.7782 12.2781 16.9622 19.0988 12.3773 4.1891565 -6.616781 8 165.94
"2002/6/10/0" 13.6 5.5286 8.7826 15.7270 7.7340 7.8314 7.2446 15.9870 10.7782 -4.5365921 -3.159866 8 173.75
"2002/6/10/6" 12.0 8.2206 8.6310 11.9082 6.3961 5.5286 8.7826 15.7270 7.7340 6.3687761 5.197784 6 126.55
"2002/6/10/12" 9.1 6.3749 6.8971 16.4966 4.2532 8.2206 8.6310 11.9082 6.3961 -5.8912175 2.435756 9 193.60
"2002/6/10/18" 12.6 12.3300 0.8936 7.5244 7.7037 6.3749 6.8971 16.4966 4.2532 11.4998261 -4.447797 13 278.40
"2002/6/11/0" 11.0 13.1161 8.0162 7.6117 2.6152 12.3300 0.8936 7.5244 7.7037 0.3629116 -13.111078 14 310.99
"2002/6/11/6" 6.2 6.4356 7.3498 10.0261 7.0324 13.1161 8.0162 7.6117 2.6152 6.4198114 0.450520 15 315.66
"2002/6/11/12" 4.9 5.2037 6.4374 4.6975 2.2854 6.4356 7.3498 10.0261 7.0324 4.7062897 2.220210 1 1.13
"2002/6/11/18" 7.7 3.5419 5.9171 4.4281 4.3149 5.2037 6.4374 4.6975 2.2854 2.5383468 -2.470193 12 253.67
"2002/6/12/0" 12.0 6.6837 10.0005 7.9457 4.8042 3.5419 5.9171 4.4281 4.3149 4.1899151 5.207346 15 321.12
"2002/6/12/6" 3.7 4.0821 8.1468 3.4172 4.8877 6.6837 10.0005 7.9457 4.8042 -2.0155509 -3.549802 16 342.95
"2002/6/12/12" 7.6 4.5378 12.2389 4.6992 10.3321 4.0821 8.1468 3.4172 4.8877 4.1599909 1.812762 13 277.62
"2002/6/12/18" 17.0 6.2594 8.9289 5.2998 8.7978 4.5378 12.2389 4.6992 10.3321 3.0153765 -5.485216 11 241.40
"2002/6/13/0" 10.7 6.5106 14.1539 5.1252 11.6200 6.2594 8.9289 5.2998 8.7978 -1.3663614 -6.365608 13 273.53
"2002/6/13/6" 11.3 11.0695 9.4035 7.8714 6.0712 6.5106 14.1539 5.1252 11.6200 10.5293205 3.415734 14 302.85
"2002/6/13/12" 10.9 11.1420 9.2780 11.5417 7.3637 11.0695 9.4035 7.8714 6.0712 0.3487109 -11.136542 14 298.42
"2002/6/13/18" 11.6 11.8333 8.2374 9.8034 5.2789 11.1420 9.2780 11.5417 7.3637 -10.5614175 5.336989 14 300.49
"2002/6/14/0" 13.1 16.3386 13.5885 14.0009 10.7732 11.8333 8.2374 9.8034 5.2789 4.5837464 15.682446 15 327.01
"2002/6/14/6" 11.0 10.3592 7.0786 9.3365 6.4553 16.3386 13.5885 14.0009 10.7732 3.2983904 -9.820063 15 323.26
"2002/6/14/12" 8.2 9.0373 7.3234 12.2680 8.6597 10.3592 7.0786 9.3365 6.4553 -5.6036831 7.090242 15 332.34
"2002/6/14/18" 10.5 4.1608 5.0099 4.2532 5.1485 9.0373 7.3234 12.2680 8.6597 -3.8466400 1.586070 14 294.13
"2002/6/15/0" 6.1 5.8515 6.7227 6.4667 7.4261 4.1608 5.0099 4.2532 5.1485 0.8996782 5.781923 15 326.88
"2002/6/15/6" 5.9 4.0024 7.1722 5.1807 8.2301 5.8515 6.7227 6.4667 7.4261 1.0562789 -3.860503 3 53.14
"2002/6/15/12" 5.4 3.8991 2.0582 8.3746 6.1331 4.0024 7.1722 5.1807 8.2301 -3.1154646 -2.344539 2 29.20
"2002/6/15/18" 3.9 4.3899 1.2998 5.9551 2.6091 3.8991 2.0582 8.3746 6.1331 0.8869582 -4.299364 3 65.77
"2002/6/16/0" 6.9 3.6646 3.3230 4.5904 6.5555 4.3899 1.2998 5.9551 2.6091 -1.6677474 -3.263114 2 35.03
"2002/6/16/6" 5.0 3.2670 1.2765 1.2160 3.2262 3.6646 3.3230 4.5904 6.5555 -1.7619675 2.751138 7 156.51
"2002/6/16/12" 7.2 6.5898 4.5504 6.3503 5.4330 3.2670 1.2765 1.2160 3.2262 0.1730527 -6.587527 11 229.31
"2002/6/16/18" 6.7 3.1588 2.5066 2.9953 2.6921 6.5898 4.5504 6.3503 5.4330 -3.0590144 -0.787686 8 161.54
"2002/6/17/0" 4.0 1.4974 2.1960 3.3528 2.7105 3.1588 2.5066 2.9953 2.6921 -0.2239269 -1.480562 10 216.92
"2002/6/17/6" 8.7 7.5661 8.3685 7.7334 9.7108 1.4974 2.1960 3.3528 2.7105 -0.6532551 7.537846 7 150.71
"2002/6/17/12" 7.8 2.0856 4.2014 6.0209 6.6694 7.5661 8.3685 7.7334 9.7108 1.9921666 -0.617252 9 196.65
"2002/6/17/18" 6.9 4.0834 4.9413 4.8764 5.0606 2.0856 4.2014 6.0209 6.6694 -2.4168159 -3.291376 4 72.89
"2002/6/18/0" 7.7 3.3953 4.6642 5.4737 7.0710 4.0834 4.9413 4.8764 5.0606 -2.6170558 2.163118 7 137.35
"2002/6/18/6" 9.6 9.2200 10.3238 7.9204 10.2314 3.3953 4.6642 5.4737 7.0710 8.3773053 3.850864 7 139.37
"2002/6/18/12" 4.1 5.6227 8.3070 8.7967 6.6076 9.2200 10.3238 7.9204 10.2314 -0.4399791 -5.605459 7 141.45
"2002/6/18/18" 5.3 6.2246 7.0848 10.1404 10.4252 5.6227 8.3070 8.7967 6.6076 3.2676467 5.297936 6 113.65
"2002/6/19/0" 2.7 4.5308 4.0173 8.7931 4.2722 6.2246 7.0848 10.1404 10.4252 -3.1938091 3.213679 2 43.20
"2002/6/19/6" 5.2 5.9602 3.8626 6.6821 4.9397 4.5308 4.0173 8.7931 4.2722 -2.5243072 5.399246 6 112.66
"2002/6/19/12" 7.9 0.7205 0.7205 7.7078 3.4927 5.9602 3.8626 6.6821 4.9397 -0.5257505 -0.492653 6 123.34
"2002/6/19/18" 5.7 8.9560 4.9634 4.3121 2.5055 0.7205 0.7205 7.7078 3.4927 8.9558218 -0.056502 14 303.17
"2002/6/20/0" 14.0 12.3111 12.4777 7.1160 7.3546 8.9560 4.9634 4.3121 2.5055 -11.0772831 5.371869 14 313.04
"2002/6/20/6" 13.8 10.2652 12.8035 11.7329 13.7049 12.3111 12.4777 7.1160 7.3546 -3.6690707 -9.587088 14 305.10
"2002/6/20/12" 8.3 4.1676 6.2826 6.0452 6.6111 10.2652 12.8035 11.7329 13.7049 0.4460301 -4.143663 15 329.76
"2002/6/20/18" 1.1 2.0869 4.8877 2.6906 4.9469 4.1676 6.2826 6.0452 6.6111 -0.2763636 2.068520 8 163.23
"2002/6/21/0" 8.3 7.0468 4.8585 4.5226 1.6797 2.0869 4.8877 2.6906 4.9469 -6.2599181 3.235864 6 124.57
"2002/6/21/6" 10.6 8.6837 8.1681 7.4250 5.3225 7.0468 4.8585 4.5226 1.6797 3.8150256 -7.800784 7 147.20
"2002/6/21/12" 11.0 8.7360 9.5015 9.0031 6.9871 8.6837 8.1681 7.4250 5.3225 4.3609295 7.569676 6 113.62
"2002/6/21/18" 9.6 7.2429 6.2965 7.5437 5.5178 8.7360 9.5015 9.0031 6.9871 -0.2743426 -7.237702 6 122.56
"2002/6/22/0" 10.2 6.7952 7.6481 6.5825 5.7449 7.2429 6.2965 7.5437 5.5178 -2.8813437 -6.154072 6 122.96
"2002/6/22/6" 12.5 9.0616 8.2856 9.8225 8.8544 6.7952 7.6481 6.5825 5.7449 6.8694374 5.909604 8 157.94
"2002/6/22/12" 13.8 13.3415 9.1290 17.2494 9.9728 9.0616 8.2856 9.8225 8.8544 8.0098670 -10.669473 9 184.71
"2002/6/22/18" 6.4 6.1292 5.7186 10.3057 6.3085 13.3415 9.1290 17.2494 9.9728 -1.4333005 -5.959257 9 185.59
"2002/6/23/0" 7.6 5.1456 7.3080 13.0023 4.0033 6.1292 5.7186 10.3057 6.3085 3.0629978 -4.134639 8 172.15
"2002/6/23/6" 10.7 2.7590 8.6718 9.1080 7.8298 5.1456 7.3080 13.0023 4.0033 2.7526820 0.186608 6 133.45
"2002/6/23/12" 9.9 6.4141 10.1968 6.0830 8.5277 2.7590 8.6718 9.1080 7.8298 1.4562439 6.246602 5 100.76
"2002/6/23/18" 9.3 2.8307 7.4993 5.0099 7.4974 6.4141 10.1968 6.0830 8.5277 1.4604929 -2.424835 6 121.98
"2002/6/24/0" 11.0 3.9301 9.1263 5.4811 7.0082 2.8307 7.4993 5.0099 7.4974 -3.3227770 -2.098771 5 104.68
"2002/6/24/6" 8.3 5.2799 3.8951 9.9321 9.2422 3.9301 9.1263 5.4811 7.0082 -2.1359391 -4.828572 10 204.62
"2002/6/24/12" 2.8 2.0081 6.1703 7.7624 7.6132 5.2799 3.8951 9.9321 9.2422 -0.6621609 -1.895787 9 185.69
"2002/6/24/18" 3.5 2.7983 8.8995 6.5086 9.9207 2.0081 6.1703 7.7624 7.6132 1.3155918 -2.469757 11 235.13
"2002/6/25/0" 4.1 2.3636 5.1615 3.0081 5.2021 2.7983 8.8995 6.5086 9.9207 -0.4299541 -2.324165 3 53.59
